,dynasty,author,content,title,keywords
10172,Song,杨万里,谁将点漆金|铸作孤竹笛|林外吹一声|震落千峰石,寄题朱元晦武夷精舍十二咏 其九 铁笛亭,谁将 林外 孤竹 金
10245,Song,杨万里,何处新春好|深山处士家|风光先著柳|日色款催花,立春日,新春 风光 深山 日色
10260,Tang,卢纶,发白晓梳头|女惊妻泪流|不知丝色后|堪得几回秋,白发叹,梳头 发白 泪流 晓
10273,Tang,王维,君家云母障|时向野庭开|自有山泉入|非因采画来,题友人云母障子,云母 君家 山泉 野
10277,Song,杨万里,水到荷花蒂|风生菰叶梢|鸥凫晚声散|天水夕光交,荷桥暮坐三首 其三,荷花 天水 晚 梢
10280,Song,杨万里,乱石堆成玉|双峰便是门|莫将尘底脚|踏涴坞中云,寄题朱元晦武夷精舍十二咏 其五 石门坞,门 双峰 乱石 玉
10318,Song,范成大,日烘古锦囊|露浥红玛瑙|玉池咽清肥|三彭迹如扫,题蜀果图四首 其三 石榴,玛瑙 锦囊 玉池 露浥
10414,Tang,李益,何地可潸然|阳城烽树边|今朝望乡客|不饮北流泉,军次阳城烽舍北流泉,流泉 阳城 北 望乡
10568,Tang,王维,与君青眼客|共有白云心|不相东山去|日令春草深,赠韦穆十八,春草 云心 青眼 东山
10570,Song,杨万里,止酒愁无那|哦诗意已阑|镊髭非急务|也遣半时闲,镊白,哦诗 愁 意 半
10604,Song,范成大,伏翼昏飞急|营营定苦饥|聚蚊充口腹|生汝亦奚为,蝙蝠,营营 昏 口腹 充
10692,Tang,王维,乍向红莲没|复出清蒲飏|独立何䙰褷|衔鱼古查上,皇甫岳云溪杂题五首 鸬鹚堰,没 红莲 清 衔鱼
10696,Tang,王维,吹箫凌极浦|日暮送夫君|湖上一回首|青山卷白云,辋川集 欹湖,吹箫 白云 日暮 回首
10708,Song,范成大,宝章薶九泉|摹本范百世|白鹅满波间|谁识腕中意,观禊帖有感三绝 其二,谁识 满 白鹅 中意
10766,Song,杨万里,忆我南溪北|千岩万壑亭|妒渠紫阳叟|诧杀一峰青,寄题朱元晦武夷精舍十二咏 其一 精舍,紫阳 南溪 北 忆我
10806,Song,杨万里,片子黄金饼|看来只管高|忽然落溪水|杂碎作银涛,溪边月上二首 其二,溪水 高 黄金 银涛
10904,Song,杨万里,万里长江白|半规斜日黄|焦山浑欲到|宛在水中央,题文发叔所藏潘子真水墨江湖八境小轴 其四 海门残照,长江 斜日 半规 中央
11315,Song,杨万里,茶灶本笠泽|飞来摘茶国|堕在武夷山|溪心化为石,寄题朱元晦武夷精舍十二咏 其十一 茶灶,本 武夷 笠泽 茶灶
11388,Tang,王维,轻舸迎上客|悠悠湖上来|当轩对尊酒|四面芙蓉开,辋川集 临湖亭,悠悠 迎 尊酒 芙蓉
11407,Tang,王维,北垞湖水北|杂树映朱阑|逶迤南川水|明灭青林端,辋川集 北垞,明灭 青林 逶迤 湖水
11432,Song,范成大,老枝当岁寒|芳蘤春澹泞|雾绡轻欲无|娇红恐飞去,题徐熙杏花,轻 岁寒 飞去 娇红
11493,Song,杨万里,一更打二点|夜夜此时睡|今夜当此时|不睡缘底事,将睡四首 其二,睡 点 夜夜 缘
11551,Song,杨万里,极目斜阳树|乘风落月梁|更和山与水|并作一秋光,芗林五十咏 其五十 连辉观,乘风 秋光 斜阳 极目
11634,Tang,李益,征戍在桑乾|年年蓟水寒|殷勤驿西路|北去向长安,幽州赋诗见意时佐刘幕,年年 殷勤 长安 北去
11836,Song,杨万里,岸植木菡萏|池栽水拒霜|那知一家种|同艳不同香,芗林五十咏 其三十八 芙蓉沜,种 木 拒霜 菡萏
11974,Song,范成大,管领神仙侣|追陪山长家|往来惟意适|歌舞对年华,代儿童作端午贴门诗三首 其二,年华 神仙 歌舞 管领
12115,Song,杨万里,居士欹黄帽|曾来照晚晴|至今流㶁㶁|犹学咏诗声,芗林五十咏 其二 虎川,晚晴 居士 诗声 咏
12175,Tang,孟浩然,四海重然诺|吾尝闻白眉|秦城游侠客|相得半酣时,醉后赠马 四,半酣 游侠 白眉 秦城
12190,tang,王维,木末芙蓉花|山中发红萼|涧户寂无人|纷纷开且落,辛夷坞,芙蓉 纷纷 山中 木末
12314,Tang,李益,今日忆君处|忆君君岂知|空馀暗尘字|读罢泪仍垂,嘉禾寺见亡友王七题壁,忆君 读罢 暗尘 空馀
12388,Song,杨万里,英州挽不来|峡山推不去|行了一日船|依旧朝来处,回望峡山二首 其一,峡山 船 挽 推
12549,Song,杨万里,凛凛冰霜节|修修玉雪身|便无文与可|不有月传神,芗林五十咏 其十四 竹斋,玉雪 冰霜 凛凛 传神
12555,Song,杨万里,荷叶迎风听|荷花过雨看|移床桥上坐|堕我镜中寒,七月十四日雨后毗陵郡圃荷桥上纳凉,荷花 过雨 镜中 荷叶
12603,Song,杨万里,店歇疑为旅|溪行当出郊|莓苔依断蓼|翡翠上寒梢,同次公观细陂小坐行店,莓苔 翡翠 寒梢 出郊
12738,Song,杨万里,茂苑犹香名|南阳已荒草|更兼芗林中|三洲是三岛,芗林五十咏 其四十五 百花洲,荒草 南阳 林中 茂苑
12762,Song,杨万里,腊去寒犹在|春来花未开|东风忽然到|放尽一园梅,甲子初春即事六首 其二,未开 寒 东风 梅
12787,Song,范成大,酒力欺朝寒|潮红上妆面|桃李漫同时|输了春风半,题张希贤纸本花四首 其三 红梅,朝寒 桃李 春风 酒力
12816,Tang,卢纶,孤鸾将鹤群|晴日丽春云|何幸晚飞者|清音长此闻,詶人失题,春云 清音 孤鸾 晴日
12958,tang,孟浩然,移舟泊烟渚|日暮客愁新|野旷天低树|江清月近人,宿建德江,移舟 日暮 客愁 近人
13056,Tang,丘为,冷艳全欺雪|馀香乍入衣|春风且莫定|吹向玉阶飞,左掖梨花,玉阶 冷艳 馀香 春风
13058,Song,范成大,小梅未可折|不折惜空回|拥鼻撚一枝|也道探春来,瓶花二首 其二,探春 空回 拥鼻 小梅
13074,Tang,王维,故人不可见|汉水日东流|借问襄阳老|江山空蔡州,哭孟浩然,借问 汉水 江山 襄阳
13104,Tang,王维,分行接绮树|倒影入清漪|不学御沟上|春风伤别离,辋川集 柳浪,别离 御沟 倒影 春风
13178,Song,范成大,客从扬州来|遗我扬州花|筠笼贮枯蘖|明年擅春华,霜后纪园中草木十二绝 其七,扬州 春华 筠笼 明年
13190,Song,杨万里,堂上清如水|芗林对两疏|只今诗社里|画作企疏图,芗林五十咏 其二十九 企疏堂,诗社 芗林 对 图
13337,Song,杨万里,树劲春犹瘦|花寒暮更明|平生岂无句|此外不须清,二月十四日梅花二首 其二,暮 句 花寒 瘦
13379,Song,杨万里,晚得看花诀|丁宁趁绝晨|乘他醉眠起|别是一精神,二月十四日晓起看海棠八首 其三,起 精神 看花 醉眠
13417,Song,杨万里,比雪犹松在|无丝可得飘|轻拈愁欲碎|未嚼已先销,小集食藕极嫩,销 飘 欲碎 愁
13550,Song,杨万里,远目随天去|斜阳著树明|犬知何处吠|人在半山行,春日六绝句 其一,半 山行 斜阳 远目
13612,Tang,李益,湘江斑竹枝|锦翅鹧鸪飞|处处湘云合|郎从何处归,山鹧鸪词,枝 鹧鸪 斑竹 湘江
13652,Song,范成大,风倒酴醾架|长条头抢地|趁渠未萌芽|政可相料理,霜后纪园中草木十二绝 其八,酴醾 长条 萌芽 料理
13665,Song,范成大,壮岁故多病|老年知不堪|何须看公案|只此是真参,初秋二首 其二,老年 多病 参 壮岁
13693,Song,杨万里,春亦只如是|冬亦只如是|别有一清风|请君参此味,题王才臣南山隐居六咏 其四 竹亭,清风
13720,Song,范成大,卫足保明哲|忘忧助欢娱|欣欣夏日永|媚我幽人庐,题赵昌四季花图 其二 葵花萱草,幽人 欢娱 欣欣 明哲
13986,Song,杨万里,斜枝饱风雪|疏花淡冰玉|一鹊忍清寒|居然伴幽独,董主簿正道壁间作水墨老梅一枝宿鹊缩脰合半眼栖焉,清寒 风雪 冰玉 幽独
14008,Song,杨万里,秋颗酣天酒|春花噀国香|芗林亲手种|中有洞庭霜,芗林五十咏 其二十一 柑子园,手种 春花 洞庭 国香
14020,tang,李益,嫁得瞿塘贾|朝朝误妾期|早知潮有信|嫁与弄潮儿,江南曲,潮 朝朝 儿 瞿塘
14046,Song,范成大,染根得灵药|无时不春风|倚阑与挂壁|相伴岁寒中,题张希贤纸本花四首 其二 常春,倚阑 岁寒 春风 灵药
14080,Song,杨万里,涅髭只诳客|那可诳妻儿|诳得妻儿著|还能诳面皮,自嘲白须三首 其三,面皮 妻儿 著 诳
14165,Tang,王维,桂尊迎帝子|杜若赠佳人|椒浆奠瑶席|欲下云中君,辋川集 椒园,佳人 帝子 椒浆 云中
14248,Tang,孟浩然,异俗非乡俗|新年改故年|蓟门看火树|疑是烛龙然,同张将蓟门观灯,蓟门 新年 火树 烛龙
14320,Tang,卢纶,玉砌红花树|香风不敢吹|春光解天意|偏发殿南枝,天长久词 其一,香风 春光 天意 南枝
14404,Song,杨万里,望峡初愁远|当前忽不知|如何船进处|却在棹停时,近峡,船进 初 棹 愁远
14418,Tang,李益,故国歌钟地|长桥车马尘|彭城阁边柳|偏似不胜春,扬州怀古,长桥 车马 歌钟 彭城
14421,Song,杨万里,俗子令眼白|瑞峰令眼青|自移听雨榻|且上倚云亭,题赵昌父山居八咏 其六 倚云亭,亭 倚云 俗子 听雨
14453,Song,杨万里,客传涅须法|老子付一笑|借令白再玄|能令年再少,自嘲白须三首 其二,白 老子 法 付
14548,Song,范成大,有客叩岩扃|无人管送迎|片云闲出岫|水月自空明,水月庵谒现老不值,水月 空明 岩扃 片云
14559,Song,杨万里,日出花药丽|风生芝朮香|枕中兼肘后|别有不传方,芗林五十咏 其三十六 药栏,日出 花药 丽 枕中
14859,Song,杨万里,老子侵星起|蜂儿先我忙|渊才无鼻孔|信口道无香,二月十四日晓起看海棠八首 其七,道 老子 忙 蜂儿
14946,Song,杨万里,四面花光合|一身香雾红|忽从霞绮上|跳下锦城中,二月十四日晓起看海棠八首 其四,锦 香雾 花光 城中
15007,Tang,孟浩然,珠弹繁华子|金羁游侠人|酒酣白日暮|走马入红尘,同储十二洛阳道中作,白日 红尘 走马 繁华
15095,Song,杨万里,客爱清殊绝|僧愁冻不胜|可怜兜率寺|斋供一湖冰,人日出游湖上十首 其八,清 冻 寺 冰
15247,Song,杨万里,初日光殊薄|晴梢露正浓|真珠妆未稳|更著柳边风,二月十四日晓起看海棠八首 其二,真珠 柳边 初日 未稳
15266,Tang,孟浩然,碧溪常共赏|朱邸忽迁荣|豫有相思意|闻君琴上声,送张郎中迁京,碧溪 荣 朱邸 闻君
15270,Song,杨万里,软甃琉璃地|生揉翡翠帏|莫教星月入|玉镜点金徽,芗林五十咏 其二十四 羃翠庭,琉璃 翡翠 玉镜 金徽
15288,Song,杨万里,炼玉云粘杵|朝真露湿衣|一声半夜鹤|月里羽人归,寄题朱元晦武夷精舍十二咏 其七 寒栖馆,羽人 月里 半夜 露湿
15432,Song,杨万里,北垞通南埭|前花映后花|雨多桥板断|拆碎两涯霞,芗林五十咏 其二十七 过花桥,花 雨多 霞 断
15437,Tang,李益,万事销身外|生涯在镜中|唯将满鬓雪|明日对秋风,立秋前一日览镜,秋风 明日 镜中 鬓雪
15493,Song,杨万里,云袖危相复|霜钟韵政迟|忽然数声急|却是住撞时,记梦三首 其一,霜钟 急 数声 迟
15528,Tang,李益,绣帐博山炉|银鞍冯子都|黄昏莫攀折|惊起欲栖乌,金吾子,惊起 攀折 银鞍 黄昏
15818,Tang,卢纶,有月曾同赏|无秋不共悲|如何与君别|又是菊花时,赠别司空曙,悲 别 菊花 赏
15842,Song,杨万里,上竺雪来时|四山都作冻|团团玉屏风|围绕浑无缝,人日出游湖上十首 其九,玉 团团 围绕 屏风
15843,Tang,李益,早雁忽为双|惊秋风水窗|夜长人自起|星月满空江,水宿闻雁,夜长 惊秋 风水 空江
16019,Song,杨万里,欲问金沙信|聊登度雪台|碧桃良解事|开过架梢来,登度雪台,碧桃 解事 欲问 金沙
16022,Song,杨万里,萧洒低低屋|虚明小小窗|客间那得许|窗外更寒江,晚宿小罗田四首 其三,窗外 萧洒 寒江 小小
16064,Song,杨万里,韩子不肯佛|饶操苦出家|何如妙净老|紫橐碧莲花,寄题袁机仲侍郎殿撰建溪北山四景 其一 妙净庵,莲花 苦 韩子 出家
16065,Song,杨万里,独酌圣贤酒|新尝子母瓜|丁宁林下友|莫道故侯家,芗林五十咏 其四十九 瓜田,林下 独酌 圣贤 子母
16113,Song,杨万里,晚暖好登临|吾衰也不禁|雪残千嶂玉|日落万梢金,晚眺,玉 金 日落 吾衰
16301,Tang,卢纶,辞辇复当熊|倾心奉六宫|君王若看貌|甘在众妃中,天长久词 其三,中 倾心 君王 貌
16343,Song,杨万里,猿臂生何晚|彫虫死较迟|晚生妨底事|迟死独堪悲,读汉书二首 其一,独 死 晚 猿臂
16350,Song,杨万里,花密无重数|看来眼转迷|化为花世界|忘却日东西,二月十四日晓起看海棠八首 其五,眼 重数 世界 东西
16388,Song,范成大,择食麇相唤|无人意不惊|猿啼风动叶|机熟两忘情,题易元吉獐猿两图二首 其一,意 叶 忘情 猿啼
16629,Song,范成大,岁暮天涯客|黄昏蝙蝠飞|高楼人不到|小雨怯单衣,高楼曲,小雨 高楼 岁暮 黄昏
16630,Tang,李益,江上三千雁|年年过故宫|可怜江上月|偏照断根蓬,扬州早雁,蓬 雁 年年 月
16816,Tang,王维,山中多法侣|禅诵自为群|城郭遥相望|唯应见白云,山中寄诸弟妹,白云 城郭 山中 遥
16819,Tang,孟浩然,北固临京口|夷山近海滨|江风白浪起|愁杀渡头人,扬子津望京口,渡头 愁杀 海滨 江风
16880,Song,范成大,苹芷迷烟路|莲舟忘却归|夜寒江水黑|风雨梦如飞,湘江怨,江水 黑 风雨 夜寒
16934,Song,范成大,遮藏末利槛|缠裹芭蕉身|我亦入室处|忍寒待阳春,霜后纪园中草木十二绝 其二,忍寒 芭蕉 阳春 入室
16957,Song,杨万里,往往游西崦|时时憩午阴|凤来人不见|飞入碧枝深,芗林五十咏 其四十四 碧梧垷,西崦 游 午阴 飞入
17048,tang,王维,山中相送罢|日暮掩柴扉|春草年年绿|王孙归不归,山中送别,春草 日暮 王孙 年年
17051,Song,杨万里,城中雪一尺|山中雪一丈|地上都已消|却在松梢上,人日出游湖上十首 其六,松梢 雪 城中 山中
17096,Tang,卢纶,调箭又呼鹰|俱闻出世能|奔狐将迸雉|扫尽古丘陵,和张仆射塞下曲 其五,古 雉 出世 丘陵
17236,Song,杨万里,醉里还多感|醒来却更愁|醉醒都不是|愁感几时休,忧患感叹二首 其一,多感 醉醒 休 醉里
17238,Song,杨万里,试问隐绵上|何如隐东山|出处两无阂|世间出世间,寄题万元享舍人园亭七景 其七 绵隐堂,隐 出 东山 试问
17436,tang,卢纶,鹫翎金仆姑|燕尾绣蝥弧|独立扬新令|千营共一呼,塞下曲·其一,燕尾 扬 绣 金
17449,Tang,孟浩然,北涧流恒满|浮舟触处通|沿洄自有趣|何必五湖中,北涧泛舟,中 流 浮舟 北涧
17466,Song,杨万里,海涌银为郭|江横玉系腰|吴侬只言黠|到老也看潮,题文发叔所藏潘子真水墨江湖八境小轴 其六 浙江观潮,玉 江横 吴侬 郭
17542,Tang,王维,轻舟南垞去|北垞淼难即|隔浦望人家|遥遥不相识,辋川集 南垞,轻舟 隔浦 遥遥 人家
17629,Song,杨万里,春笋肥堪菜|秋花暖可毡|何须双野鸭|屏上五湖天,芗林五十咏 其十八 碧芦潨,暖 双 春笋 秋花
17716,Song,范成大,沈沈黛色浓|糁糁金沙绚|却笑宣州房|竞作红妆面,题蜀果图四首 其一 木瓜,黛色 红妆 沈沈 金沙
17755,Song,杨万里,桥压荷梢过|花围桥外饶|荆溪无胜处|胜处是荷桥,荷桥,饶 荆溪 桥 桥外
17758,Tang,王维,安得舍罗网|拂衣辞世喧|悠然策藜杖|归向桃花源,菩提寺禁口号又示裴迪,罗网 藜杖 桃花 拂衣
17803,Tang,卢纶,萤火飏莲丛|水凉多夜风|离人将落叶|俱在一船中,与畅当夜泛秋潭,将 落叶 离人 萤火
17822,tang,孟浩然,春眠不觉晓|处处闻啼鸟|夜来风雨声|花落知多少,春晓,风雨 花落 啼鸟 春眠
17928,Song,杨万里,四月曾湖上|荷钱劣可穿|归来开短纸|十里已红莲,题文发叔所藏潘子真水墨江湖八境小轴 其七 西湖夏日,穿 开 红莲 荷钱
18093,Song,杨万里,犹道山中浅|仍移水上居|俗人又剥啄|棹入白芙蕖,芗林五十咏 其四 泛宅,芙蕖 剥啄 山中 俗人
18131,Song,杨万里,大隐翠屏孤|何许最正面|日落未落时|亭上来相见,寄题朱元晦武夷精舍十二咏 其八 晚对亭,孤 日落 大隐 翠屏
18321,Song,杨万里,江水夜韶乐|海棠春贵妃|殷勤向春道|莫遣一花飞,春日六绝句 其四,花飞 海棠 江水 殷勤
18327,Tang,裴迪,映池同一色|逐吹散如丝|结阴既得地|何谢陶家时,辋川集二十首 柳浪,散 结阴 色 陶家
18418,Tang,孟浩然,日暮田家远|山中勿久淹|归人须早去|稚子望陶潜,赠王九,归人 稚子 日暮 田家
18425,Song,杨万里,雨换溪溪玉|花呈岭岭春|秧田暄处早|茅屋补痕新,踏青,玉 补 茅屋 岭
18670,Song,范成大,竹色侵晚帙|泉声漱嵌根|试通丹灶路|应到老人村,何同年书院,竹色 丹灶 老人 泉声
19054,Song,杨万里,梦里长逢孟|羹中亦见颜|痴儿入吾室|真作采薇看,寄题朱元晦武夷精舍十二咏 其三 隐求堂,采薇 梦里 痴儿 颜
19132,Song,范成大,三日天气新|禊饮传自古|今人不好事|佳节弃如土,观禊帖有感三绝 其三,佳节 传 天气 好事
19171,Song,杨万里,寒力欺谁得|知侬典却衣|暮禽差慰眼|不作一行归,新寒,寒力 归 衣 欺
19201,Song,杨万里,吉语闻田父|新年胜故年|借侬百觳觫|雨里破荒田,题刘景明百牛图扇面,田父 荒田 雨里 新年
19212,Song,杨万里,春醉非关酒|郊行不问涂|青天何处了|白鸟入空无,春日六绝句 其二,青天 酒 郊行 白鸟
19231,Song,杨万里,水气清空外|人家秋色中|细看千万落|户户水精宫,题文发叔所藏潘子真水墨江湖八境小轴 其五 太湖秋晚,水精 水气 秋色 人家
19256,Song,杨万里,除却牡丹了|海棠当亚元|艳超红白外|香在有无间,二月十四日晓起看海棠八首 其八,红白 海棠 牡丹 外
19271,Song,杨万里,可怜林下鹤|独肯伴先生|犹有冲天志|君听叫月声,芗林五十咏 其二十三 白鹤亭,林下 冲天 鹤 志
19346,Tang,孟浩然,君登青云去|予望青山归|云山从此别|泪湿薜萝衣,送友人之京,青云 云山 薜萝 青山
19449,Song,杨万里,芦菔鼠尾大|蔓菁兔耳长|先生不忍摘|野客却同尝,芗林五十咏 其四十八 折蔬亭,大 野客 摘 长
19456,Song,杨万里,月夜乘醉来|垂竿曲溪曲|水清无寸鳞|钓得半轮玉,寄题朱元晦武夷精舍十二咏 其十 钓矶,曲 半轮 水清 月夜
19521,Song,杨万里,染露金风里|宜霜玉水滨|莫嫌开最晚|元自不争春,戏咏陈氏女剪彩花二绝句 其一 拒霜,里 开 滨 金风
19580,Song,杨万里,紫霓横天度|银盘涌水来|先生骑霓脊|盘上捲金杯,芗林五十咏 其十二 驾月桥,横天 银盘 金杯 度
19672,Song,范成大,牡丹初剪时|已具新花眼|代谢不容发|笑杀铁门限,霜后纪园中草木十二绝 其六,笑杀 新花 代谢 牡丹
