,dynasty,author,content,title,keywords
361,Ming,王世贞,腰间辘轳剑|错莫无精光|不是芙蓉浅|纯钩北斗傍,过于鳞郡斋分韵赋十二体得傍字,辘轳 北斗 浅 芙蓉
38669,Song,欧阳修,香菰黏米著佳名|古俗相传岂足矜|天子明堂遵月令|含桃初荐黍新登,端午帖子 皇帝合六首 其五,明堂 佳名 天子 著
38738,Song,秦观,上林池籞富春风|十里宫青错御红|应与少年修故事|误随游毂柳花中,寄孙传师著作,柳花 富 修 春风
38842,Song,秦观,云惹低空不更飞|班班红叶欲辞枝|秋光未老仍微暖|恰似梅花结子时,秋词二首 其一,梅花 秋光 红叶 结子
38926,Song,欧阳修,长河终岁足悲风|亭古台荒半倚空|惟有雁归时最早|柳含微绿杏粘红,滑州归雁亭,悲风 倚空 长河 终岁
38949,Song,贺铸,僧合窗扉学画船|青荧灯火对床眠|北风带雪披檐竹|浑似潇湘夜泊天,同张汉求宿升中院西寮,北风 灯火 画船 潇湘
39491,Song,晏殊,仙家既有灵符术|越俗兼为竞渡游|三十六宫迟日永|绮窗朱户彩云浮,端午词 其四 御阁,朱户 彩云 迟日 仙家
39550,Song,欧阳修,宫坛青陌赛牛回|玉琯东风逗晓来|不待岭梅传远信|剪刀先放彩花开,春日词五首 其一,花开 东风 剪刀 岭梅
40135,Song,欧阳修,璅窗珠户暖生烟|不觉新春换故年|众卉争妍竞时态|却寻遗迹独依然,春帖子词 温成皇后合四首 其一,遗迹 暖 新春 争妍
40298,Tang,韦庄,江村入夏多雷雨|晓作狂霖晚又晴|波浪不知深几许|南湖今与北湖平,暴雨,南湖 波浪 雷雨 江村
40310,Song,欧阳修,清谈终日对清樽|不似崇高富贵身|已有山川资胜赏|更将风月醉嘉宾,休逸台,山川 终日 富贵 风月
40433,Tang,韦庄,念尔辛勤岁已深|乱离相失又相寻|他年待我门如市|报尔千金与万金,女仆阿汪,他年 乱离 待我 辛勤
40547,Song,欧阳修,老来何与青春事|闲处方知白日长|自恨乞身今未得|齿牙浮动鬓苍浪,斋宫尚有残雪思作学士时摄事于此尝有闻莺诗寄原父因而有感四首 其二,白日 青春 齿牙 鬓
40558,Song,晏殊,草庵何似清风楼|更在空中最上头|眼界豁开无畛域|枯藤古木暮烟浮,白云庵,清风 眼界 空中 暮烟
40932,Song,晏殊,扬子江心铸鉴成|俗传兹日最标灵|宣猷视学通文史|问膳多欢奉帝廷,端午词 其一 东宫阁,文史 扬子 江心 成
40967,Song,秦观,满城车马没深泥|院里安闲总不知|儿辈未来钩箔坐|长春花上雨如丝,兴国浴室院独坐时儿子湛就试未出,车马 满城 儿辈 长春
41355,Tang,韦庄,正向溪头自采苏|青云忽得故人书|殷勤问我归来否|双阙而今画不如,得故人书,青云 殷勤 溪头 问我
41415,Song,欧阳修,玉壶冰彩莹寒光|避暑宸游乐未央|采艾不须禳毒沴|涂椒自已馥清香,端午帖子 皇后合五首 其四,清香 寒光 未央 玉壶
41969,Song,贺铸,津头微径望城斜|水落孤村格嫩沙|黄草庵中疏雨湿|白头翁妪坐看瓜,野步,水落 白头 孤村 疏雨
42328,Song,晏殊,青幡乍帖宜春字|翠旆初迎入律风|一有元良昭大庆|问安长在紫宸中,立春日词 其一 东宫阁,宜春 问安 紫宸 字
42353,Song,贺铸,伏枥驽骀伏枕人|不应俱是厌京尘|东城自有乘肥客|白苎新裁探候春,病告中答王锜见招,驽骀 京尘 东城 白苎
42399,Song,秦观,与物无营但欲眠|客来从笑腹便便|秋生淮海凉如水|得句还应梦阿连,睡足寮寄震鼎二弟,眠 梦 淮海 凉
42455,Song,贺铸,翰客文房万卷馀|诜诜翻是蠹书鱼|载薰载曝徒为尔|秦筑长城错备胡,题叶翰林道卿手书唐人唱和集后,鱼 错 长城 馀
42647,Song,秦观,本是匡山种杏人|出山来事碧虚君|上清欲问因何事|请看先山十丈文,四绝 其四,欲问 匡山 碧虚 出山
42708,Tang,韦庄,嫩烟轻染柳丝黄|句引花枝笑凭墙|马上王孙莫回首|好风偏逐羽林郎,春陌二首 其二,好风 回首 王孙 花枝
42720,Song,欧阳修,古关衰柳聚寒鸦|驻马城头日欲斜|犹去西楼二千里|行人到此莫思家,奉使契丹初至雄州,城头 西楼 寒鸦 行人
42856,Song,周邦彦,耕人扶耒语林丘|花外时时落一鸥|欲验春来多少雨|野塘漫水可回舟,春雨,野塘 林丘 花外 回舟
42897,Song,欧阳修,紫兰淅淅光风转|绿叶阴阴禁苑凉|天子万机多暇日|喜逢嘉节奉瑶觞,端午帖子词 皇后合五首 其四,绿叶 光风 天子 阴阴
43036,Song,贺铸,别酒厌厌一据鞍|远林微径雪迷漫|伤心不似来时路|柳摆东风絮作团,离冠氏道中,厌厌 别酒 伤心 东风
43523,Tang,韦庄,寂寞阶前见此君|绕栏吟罢却沾巾|异乡流落谁相识|唯有丛篁似主人,新栽竹,流落 主人 异乡 寂寞
43583,Song,贺铸,顿辔挥毫墨尚新|碧纱从此碧生尘|可怜庭下长杨树|犹有清阴待路人,东平周村驿观临川吴公题,清阴 挥毫 长杨 碧纱
44151,Tang,韦庄,谁谓伤心画不成|画人心逐世人情|君看六幅南朝事|老木寒云满故城,金陵图,寒云 朝事 伤心 人情
44414,Tang,韦庄,雕阴寒食足游人|金凤罗衣湿麝薰|肠断入城芳草路|淡红香白一群群,丙辰年鄜州遇寒食城外醉吟五首 其二,芳草 肠断 游人 寒食
44537,Song,晏殊,沐浴兰汤在此辰|内园仙境物华新|轻丝五彩缠金缕|共祝尧年寿万春,端午词 其一 御阁,仙境 尧年 物华 金缕
44577,Song,秦观,华屋丘山可柰何|百年光景一投梭|故人唯有羊昙在|恸哭西州不忍歌,孙莘老挽词四首 其四,华屋 恸哭 西州 光景
44732,Tang,韦庄,明月严霜扑皂貂|羡君高卧正逍遥|门前积雪深三尺|火满红炉酒满瓢,宜君 县比卜居不遂留题王秀才别墅二首 其二,明月 高卧 积雪 逍遥
44798,Tang,韦庄,江南才子许浑诗|字字清新句句奇|十斛明珠量不尽|惠休虚作碧云词,题许浑诗卷,明珠 才子 碧云 江南
45104,Tang,韦庄,钟陵风雪夜将深|坐对寒江独苦吟|流落天涯谁见问|少卿应识子卿心,钟陵夜阑作,天涯 流落 风雪 苦吟
45383,Song,秦观,谁刻仙材作钓翁|尺池终日钓微风|令人却忆鸱夷子|散发五湖狂醉中,盆池钓翁,鸱夷 微风 醉中 终日
45418,Song,秦观,天风吹月入栏干|乌鹊无声子夜阑|织女明星来枕上|了知身不在人间,四绝 其三,栏干 明星 织女 夜阑
45894,Song,欧阳修,绿桑高下映平川|赛罢田神笑语喧|林外鸣鸠春雨歇|屋头初日杏花繁,田家,笑语 高下 春雨 初日
45928,Song,贺铸,三户睢盱竟破秦|君王武略世称神|途穷一夜无遗恨|挈首殷勤予故人,题项羽庙三首 其三,君王 遗恨 途穷 殷勤
46747,Tang,韦庄,二年音信阻湘潭|花下相思酒半酣|记得竹斋风雨夜|对床孤枕话江南,寄江南逐客,风雨 孤枕 江南 音信
46781,Song,贺铸,淡游已恨失芝公|陈躅空留梦境中|欲问孤云何处去|庭前双树自西风,重游寄老庵怀僧芝,欲问 孤云 西风 梦境
47156,Tang,温庭筠,江海相逢客恨多|秋风叶下洞庭波|酒酣夜别淮阴市|月照高楼一曲歌,赠少年,秋风 高楼 江海 洞庭
47388,Song,欧阳修,絮乱丝繁不自持|蜂黄蝶紫燕参差|榴花最恨来时晚|惆怅春期独后期,榴花,独 燕 惆怅 榴花
47397,Song,贺铸,心火成灰不复然|故园笑别十三年|晚凉退食无馀事|坐与儿曹挽纸鸢,局中归,馀事 成灰 儿曹 晚凉
47482,Song,欧阳修,庶子遗踪留此地|寒岩徙倚弄飞泉|古人不见心可见|一片清光长皎然,琅琊山六题 其五 庶子泉,遗踪 飞泉 清光 徙倚
47541,Song,秦观,龙瑞宫中种玉人|诛茅结室傍秋云|自言洞里山川别|此处千分未一分,和书观妙庵,玉人 山川 秋云 诛茅
47574,Song,李清照,巨舰只缘因利往|扁舟亦是为名来|往来有愧先生德|特地通宵过钓台,钓台,扁舟 过 德 钓台
47789,Tang,韦庄,曾为流离惯别家|等闲挥袂客天涯|灯前一觉江南梦|惆怅起来山月斜,含山店梦觉作,山月 天涯 惆怅 江南
48085,Song,秦观,身在鬼门关外天|命轻人鲊瓮头船|北人恸哭南人笑|日落荒村闻杜鹃,鬼门关,关外 日落 杜鹃 荒村
48253,Song,秦观,半年淹恤越溪滨|好爱如君只数人|解手莫令书信断|故园桑梓幸相邻,又别牛司理,半年 桑梓 书信 断
48425,Song,贺铸,昨夜新霜满菊丛|起来何面对西风|白衣送酒无消息|赖有西邻张长公,九日答张谋父见招,白衣 西风 昨夜 消息
48655,Song,晏殊,昔闻游客话芳菲|濯锦江头几万枝|纵使许昌诗笔健|可能终古绝妍辞,海棠 其三,江头 终古 芳菲 游客
48747,Tang,韦庄,为忆长安烂熳开|我今移尔满庭栽|红兰莫笑青青色|曾向龙山泛酒来,庭前菊,满庭 青青 龙山 长安
48882,Song,欧阳修,险夷一节如金石|勋德俱高映古今|岂止忘机鸥鸟信|陶钧万物本无心,狎鸥亭,本 忘机 映 金石
48944,Song,秦观,门掩荒寒僧未归|萧萧庭菊两三枝|行人到此无肠断|问尔黄花知不知,题郴阳道中一古寺壁二绝 其一,黄花 肠断 萧萧 行人
49491,Tang,韦庄,庭前芳草绿于袍|堂上诗人欲二毛|多病不禁秋寂寞|雨松风竹莫骚骚,语松竹,风竹 芳草 寂寞 诗人
49640,Song,贺铸,黄蝶寻花日百回|荒庭多雨漫莓苔|老狂能似徽之辈|借宅犹应乞竹栽,追和杜仲观咏蝶,莓苔 多雨 乞 寻花
50362,Song,晏殊,屠苏醴酒盈金斝|郁垒神符卫紫关|三境上真垂介福|绵绵洪算等南山,元日词 其二 御阁,绵绵 屠苏 关 南山
50479,Tang,温庭筠,一随菱棹谒王侯|深愧移文负钓舟|今日太湖风色好|却将诗句乞鱼钩,寄裴生乞钓钩,王侯 诗句 钓舟 风色
50634,Song,欧阳修,四月田家麦穗稠|桑枝生椹鸟啁啾|凤城绿树知多少|何处飞来黄栗留,夏享太庙摄事斋宫闻莺寄原甫,绿树 啁啾 田家 凤城
50754,Song,秦观,此身分付一蒲团|静对萧萧玉数竿|偶为老僧煎茗粥|自携修绠汲清宽,处州水南庵二首 其二,蒲团 分付 老僧 萧萧
50938,Song,周邦彦,鸾辂青旗殿阁宽|祠官奠璧下春坛|晓开鱼钥朝衣集|彩胜飘扬百辟冠,春帖子,殿阁 下春 飘扬 朝衣
51807,Song,贺铸,银钩入木掩钟王|拂眼清风识楚狂|淮海京尘两流落|与君大是觉身妨,折中仓观米元章题字,流落 银钩 清风 淮海
51970,Tang,韦庄,西望长安白日遥|半年无事驻兰桡|欲将张翰秋江雨|画作屏风寄鲍昭,江行西望,白日 屏风 西望 长安
51986,Song,贺铸,浪竹低枝扫隙尘|到帘清月欲留人|西家一斛黄华酒|沈醉吴音贺季真,九日张谋父席上,黄华 沈醉 西家 留人
52002,Song,秦观,端门魏阙郁峥嵘|灯火成山辇路平|不待上林莺百啭|教坊先已进新声,次韵东坡上元扈从三绝 其二,峥嵘 灯火 辇路 新声
52038,Song,秦观,阴阴数亩箨龙稠|亭外危通一径幽|颇似竹林当日集|酒狂莫笑阮陈留,次韵宋履中题李侯檀栾亭,竹林 数亩 箨龙 阴阴
52182,Tang,韦庄,梦中乘传过关亭|南望莲峰簇簇青|马上正吟归去好|觉来江月满前庭,梦入关,归去 江月 梦中 南望
52318,Tang,韦庄,虞舜南巡去不归|二妃相誓死江湄|空留万古香魂在|结作双葩合一枝,合欢莲花,香魂 死 江湄 空留
52411,Song,秦观,金屋旧题烦乙子|蜜脾新采赖蜂臣|蜻蜓蛱蝶无情思|随例颠忙过一春,春日五首 其五,蛱蝶 金屋 旧题 蜻蜓
52431,Song,秦观,且折花枝醉复醒|人间时节易峥嵘|屠龙肯自羞无用|画虎从人笑不成,次韵参寥三首 其三,峥嵘 屠龙 花枝 易
53172,Song,张先,十载芳洲抚白苹|移舟弄水赏青春|当时自倚青春力|不信东风解误人,赠妓兜娘,移舟 青春 东风 芳洲
53482,Song,欧阳修,云散风流岁月迁|君恩曾不减当年|非因掩面留遗爱|自为难忘窈窕贤,端午帖子 温成合四首 其四,岁月 窈窕 难忘 君恩
53692,Song,贺铸,亭际高枞满百围|不无山鬼此焉依|咿呦为话当年事|曾见将军佩印归,留题左顾亭二首 其二,事 将军 满 山鬼
53846,Tang,韦庄,感君情重惜分离|送我殷勤酒满卮|不是不能判酩酊|却忧前路酒醒时,离筵诉酒,酩酊 酒满 送我 殷勤
53936,Song,欧阳修,石屏自倚浮云外|石路久无人迹行|我来携酒醉其下|卧看千峰秋月明,琅琊山六题 其三 石屏路,浮云 卧看 携酒 月明
54222,Song,贺铸,西望丛台百尺间|车轮无角不知还|大夫庭下长无讼|谁伴青堂整日闲,李固道中怀寄杜邯郸,庭下 车轮 谁伴 西望
54258,Tang,温庭筠,慢笑开元有幸臣|直教天子到蒙尘|今来看画犹如此|何况亲逢绝世人,龙尾驿妇人图,天子 看画 绝世 臣
54337,Tang,温庭筠,路傍佳树碧云愁|曾侍金舆幸驿楼|草木荣枯似人事|绿阴寂寞汉陵秋,题端正树,人事 绿阴 碧云 草木
54413,Song,秦观,黄金蔌蔌满垂杨|尚有春寒到画堂|酒力渐销歌扇怯|入帘飞雪带梅香,早春,垂杨 黄金 春寒 飞雪
54421,Song,欧阳修,诗篇自觉随年老|酒力犹能助气豪|兴味不衰惟此尔|其馀万事一牛毛,斋宫尚有残雪思作学士时摄事于此尝有闻莺诗寄原父因而有感四首 其四,诗篇 年老 兴味 酒力
55187,Tang,韦庄,王母阶前种几株|水精帘外看如无|只应汉武金盘上|泻得珊珊白露珠,白樱桃,王母 白露 珊珊 水精
55230,Song,欧阳修,苦雾霏霏著彩旗|犹排吉仗杂凶仪|常时凤辇行游处|今日龙輴恸哭随,续作永昭陵挽词五首 其二,凤辇 著 霏霏 恸哭
55285,Song,晏殊,金翠光中宝焰繁|山楼高下鼓声喧|两军伎女轻如鹘|百尺竿头电线翻,上元,光中 声喧 高下 山楼
55367,Song,欧阳修,红雾初开上晓霞|共惊风色变年华|香车遥认春雷响|庭雪先开玉树花,春日词五首 其三,年华 香车 风色 玉树
55610,Song,秦观,漫天白雪无端现|佛室夜艾乌更啼|相逢解颐足自慰|勿语俗子念心携,宿乾明方丈,解颐 白雪 足 俗子
55934,Song,秦观,金爵觚棱转夕晖|翩翩宫叶堕秋衣|出门尘障如黄雾|始觉身从天上归,晚出左掖,夕晖 翩翩 觚棱 出门
56062,Tang,韦庄,又解征帆落照中|暮程还过秣陵东|二年辛苦烟波里|赢得风姿似钓翁,解维,征帆 烟波 落照 辛苦
56167,Song,晏殊,碧燕幡长彩树新|寝门瑶佩庆初春|邦家累善钟储贰|皎皎重晖在璧轮,立春日词 其二 东宫阁,钟 初春 皎皎 邦家
56227,Song,欧阳修,激石滩声如战鼓|翻天浪色似银山|滩惊浪打风兼雨|独立亭亭意愈闲,鹭鸶,亭亭 滩声 银山 战鼓
56342,Song,欧阳修,紫金山下水长流|尝记当年此共游|今夜南风吹客梦|清淮明月照孤舟,行次寿州寄内,南风 孤舟 明月 客梦
56431,Song,晏殊,临川楼上柅园中|十五年前此会同|一曲清歌满樽酒|人生何处不相逢,金柅园,满 樽酒 清歌 园中
57280,Tang,温庭筠,四方无事太平年|万象鲜明禁火前|九重细雨惹春色|轻染龙池杨柳烟,长安春晚二首 其二,春色 杨柳 细雨 龙池
57711,Song,秦观,霜落邗沟积水清|寒星无数傍船明|菰蒲深处疑无地|忽有人家笑语声,秋日三首 其一,菰蒲 笑语 积水 人家
57736,Song,秦观,青荧灯火照深更|逐客舟航冷似冰|到处故应山作主|随方还有月为朋,次韵子由召伯埭见别三首 其二,灯火 主 舟航 逐客
57753,Song,欧阳修,鲜鲜毛羽耀朝辉|红粉墙头绿树枝|日暖风轻言语软|应将喜报主人知,野鹊,红粉 主人 日暖 绿树
58000,Song,欧阳修,春云淡淡日辉辉|草惹行襟絮拂衣|行到亭西逢太守|篮舆酩酊插花归,丰乐亭游春三首 其二,春云 拂衣 篮舆 淡淡
58358,Song,欧阳修,水雾濛濛晓望平|悠然驱马独吟行|烟岚明灭川霞上|凌乱空山百鸟惊,与谢三学士 唱和八首 和龙门晓望,空山 驱马 明灭 烟岚
58881,Tang,温庭筠,一抛兰棹逐燕鸿|曾向江湖识谢公|每到朱门还怅望|故山多在画屏中,赠 郑徵君家匡山首春与丞相赞皇公游止,朱门 怅望 画屏 江湖
58960,Song,秦观,汉武游心缥缈间|文成五利尽登坛|何如屈曲韩夫子|不羡神君白玉丹,和程给事赠虞道判六首 其五,白玉 登坛 屈曲 缥缈
58992,Song,秦观,鸾鹤同为汗漫游|天风吹散下沧洲|金华有路通元气|水绕高寒不断流,题金华山寺壁,沧洲 高寒 天风 鸾鹤
59131,Song,欧阳修,琼花芍药世无伦|偶不题诗便怨人|曾向无双亭下醉|自知不负广陵春,答许发运见寄,亭下 广陵 芍药 题诗
59268,Song,秦观,楚泽吴天去未迟|烦君且傍蒜山飞|白袍居士如相问|为说淄尘欲满衣,闻雁怀邵仲恭,居士 烦君 山飞 楚泽
59886,Song,欧阳修,玉琯吹灰夜色残|鸡鸣红日上仙盘|初惊百舌绵蛮语|已觉东风料峭寒,春日词五首 其四,夜色 东风 鸡鸣 红日
60412,Song,贺铸,扰扰奔蹄与疾轮|九街寻胜作狂人|东风漫送朝来雨|可奈长安自古尘,京居暮春感兴二首 其二,寻胜 扰扰 东风 长安
60551,Song,秦观,西津江口月初弦|水气昏昏上接天|清渚白沙茫不辨|只应灯火是渔船,金山晚眺,灯火 水气 昏昏 白沙
60716,Song,欧阳修,送尽残春始到家|主人爱客不须嗟|红泥煮酒尝青杏|犹向临流藉落花,寄谢晏尚书二绝 其一,爱客 主人 落花 残春
60826,Tang,韦庄,天涯方叹异乡身|又向天涯别故人|明日五更孤店月|醉醒何处泪沾巾,东阳酒家赠别二绝句 其二,天涯 醉醒 明日 异乡
60927,Song,秦观,武陵渔子入花源|但见秦人不得仙|会有黄鹂鸣翠柳|何妨白眼望青天,次韵参寥三首 其一,青天 武陵 白眼 黄鹂
60932,Song,晏殊,铜龙楼下早春归|三朔元辰在此时|椒柏暖风浮玉斝|两宫称庆奉皇慈,元日词 其一 东宫阁,楼下 铜龙 暖风 浮玉
61235,Song,欧阳修,樊笼毛羽日低摧|野水长松眼暂开|万里秋风天外意|日斜闲啄岸边苔,鹤,长松 秋风 天外 日斜
61367,Song,贺铸,天气清和树荫浓|冥濛薄雨湿帘栊|蔫红半落生香在|向晚玫瑰架上风,北园初夏,半落 天气 帘栊 冥濛
61679,Song,欧阳修,云间征雁水间栖|矰缴方多羽翼微|岁晚江湖同是客|莫辞伴我更南飞,江行赠雁,南飞 江湖 羽翼 岁晚
61819,Song,欧阳修,檐攲碧瓦拂倾梧|玉井声高转辘轳|肠断西楼惊稳梦|半留残月照啼乌,井桐,玉井 残月 西楼 肠断
62006,Tang,韦庄,马骄风疾玉鞭长|过去唯留一阵香|闲客不须烧破眼|好花皆属富家郎,丙辰年鄜州遇寒食城外醉吟五首 其四,好花 闲客 玉鞭 过去
62399,Song,周邦彦,丽日烘帘幔影斜|酒馀春思托韶华|高楼不隔东南望|苦雾游云莫谩遮,谩书 其三,丽日 高楼 韶华 东南
62795,Song,欧阳修,留滞西山独可嗟|残春过尽始还家|落花纵有那堪醉|何况归时无落花,寄子山待制二绝 其一,还家 落花 西山 留滞
63300,Song,欧阳修,兴来笔力千钧劲|酒醒人间万事空|苏梅二子今亡矣|索寞滁山一醉翁,马上默诵圣俞诗有感,笔力 空 翁 酒醒
63407,Tang,韦庄,何用岩栖隐姓名|一壶春酎可忘形|伯伦若有长生术|直到如今醉未醒,对酒,忘形 姓名 未醒 岩栖
